title,tags,servings,ingredients,ingredient_quantities,steps,rating,review_count
pork and peppers stir fry,"['pork', 'meat', 'healthy', '< 30 mins', 'stove top', 'one dish meal']",4.0,"['soy sauce', 'honey', 'cornstarch', 'ginger', 'red bell peppers']","['1/2', '2', '1', '2', '1/2', '1', '3']","['make 4 servings of rice as directed.', 'in a small bowl combine orange juice, soy sauce, honey, cornstarch, and ginger; blend well.', 'set aside.', 'cook pork until no longer pink.', 'add bell peppers; cook and stir 2-3 minutes.', 'add orange juice mixture.', 'bring to a boil.', 'boil 1 minute or until sauce is slightly thickened, stirring constantly.', 'serve over rice.']",5.0,5.0
chicken salad bake,"['poultry', 'meat', '< 60 mins', 'oven', 'easy', 'chicken']",4.0,"['celery', 'onion', 'water chestnuts', 'cheddar cheese', 'mayonnaise', 'lemon juice', 'salt', 'pepper']","['2', '1', '1/2', '1', '1/2', '1/2', '1', '1/2', '1/8', '1']","['combine all ingredients and put in a 1 1/2 quart.', 'casserole.', 'bake 400 degree uncovered for about 20 minutes until heated through.']",5.0,5.0
chicken a la king,"['chicken', 'poultry', 'vegetable', 'meat', 'low cholesterol', 'healthy', '< 60 mins', 'stove top', 'one dish meal']",6.0,"['boneless skinless chicken breasts', 'onions', 'green pepper', 'milk', 'garlic', 'olive oil']","['3', '2', '1', '1', '2', '1', '3', '2', '2']","['cut up chicken into bite size pieces.', 'heat 1 tbsp of oil in a large skillet on medium high heat.', 'add chicken and stir fry until no longer pink.', 'remove from skillet and set it aside.', 'add 1 tbsp oil to skillet on medium high heat.', 'add garlic and brown for a minute.', 'add onions and saute for 2-3 minutes.', 'add peppers and saute an additional 5 minutes.', 'return cooked chicken to skillet.', 'add in chicken soup and milk.', 'reduce heat to a simmer.', 'when mixture begins to bubble, add in mixed vegetables and simmer approx.', '15-20 minutes.', 'serve over rice.']",5.0,8.0
shrimp and butternut squash in coconut milk broth,"['coconut', 'fruit', 'vegetable', 'nuts', 'thai', 'asian', '< 30 mins', 'beginner cook', 'easy', 'rice']",4.0,"['brown sugar', 'salt', 'tomato paste', 'crushed red pepper flakes', 'fresh ground black pepper', 'light coconut milk', 'red bell pepper', 'large shrimp', 'cooked basmati rice', 'fresh lime juice', 'fresh cilantro']","['3/4', '1 1/2', '1', '2', '1/4', '1/4', '1', '2', '1', '1', '2', '1/4', '3']","['combine chicken broth, brown sugar, salt, tomato paste, crushed red pepper, black pepper and coconut milk in a large saucepan and stir with a whisk.', 'stir in squash and bell peppers.', 'bring to a boil.', 'reduce heat and simmer for about 10 minutes or until squash is tender.', 'stir in shrimp.', 'bring to a boil and cook for about 1-2 minutes or until shrimp are done; stirring occasionally.', 'stir in rice, lime juice, and cilantro.  heat for 2 minutes.', 'serve!']",5.0,32.0
breakfast egg bake,"['cheese', 'brunch', '< 60 mins', 'breakfast']",6.0,"['egg substitute', 'fresh mushrooms', 'onion', 'margarine', 'canadian bacon', 'water', 'reduced-fat sharp cheddar cheese']","['3', '1', '1', '1', '1/4', '5', '1/4', '1']","['preheat oven to 350 degrees.', 'spray a 9- by 12-inch casserole dish with non-stick spray.', 'saute the mushrooms and onions in margarine; set aside.', 'mix the soup with water; set aside.', 'pour half of egg substitute in bottom of dish.  layer onion and mushrooms, soup and canadian bacon.  pour remaining egg substitute over all. top with cheese.', 'bake  until cheese is melted and the dish is hot and set all of the way through; about 30 minutes.']",5.0,5.0
crock pot very best beef bbq,"['meat', 'kid friendly', 'kosher', 'potluck', 'hanukkah', 'weeknight', 'easy', 'inexpensive', 'lunch/snacks']",6.0,"['beef', 'onion', 'chili sauce', 'ketchup', 'cider vinegar', 'pepper', 'salt', 'light brown sugar', 'dry mustard', 'ground allspice']","['3', '1', '1', '1', '1', '3', '1/2', '1/2', '1/3', '2', '1']","['put meat, bouillon & onions in crock pot on high for 4 1/2-5 hours.', 'shred beef.', 'drain all but 2 cups liquid.', 'put beef mixture & remaining ingredients back into crock pot.', 'stir well.', 'cook on high for 45 minutes.', 'serve on bulky rolls.']",5.0,10.0
oriental spareribs,"['weeknight', 'oven', '< 4 hours', 'lunch/snacks']",4.0,"['garlic', 'sea salt', 'black pepper', 'chinese five spice powder', 'honey', 'soy sauce']","['3', '2', '1 1/2', '1/2', '1/2', '1', '3', '1']","['combine crushed garlic with all other ingredients and stir well to get a thick marinade.', 'rub all over the ribs, cover and leave to marinade for 20-30 minutes.', 'preheat oven to 400f degrees.', 'place the ribs in roasting dish and bake for 20 minutes.', 'turn the ribs, add 1/2 cup boiling water to the pan and roast for a further 20 minutes.', 'serve hot.']",5.0,5.0
garlic skillet red potatoes,"['vegetable', 'kid friendly', 'kosher', '< 30 mins', 'stove top', 'easy', 'potato']",4.0,"['olive oil', 'small red potatoes', 'garlic cloves', 'salt', 'pepper', 'fresh parsley']","['3', '1 1/2', '2', '1/4', '1/4', '1']","['in a large skillet, heat oil over medium-high heat.', 'stir in potatoes.', 'cover skillet; cook, stirring, until potatoes are almost tender, about 12-15 minutes.', 'uncover, reduce heat to low.', 'stir in garlic, salt and pepper.', 'cook, stirring, until potatoes are tender, about 2 minutes.', 'sprinkle parsley and add salt to taste if desired.']",5.0,7.0
pork chops dijon,"['meat', 'very low carbs', 'high protein', 'high in...', '< 30 mins', 'easy', 'pork']",4.0,"['onion', 'dijon-style mustard', 'pepper']","['4', '1', '3', '2', '1/4']","['trim excess fat from chops.', 'spray a 10-inch skillet with nonstick spray coating.', 'brown chops on both sides in hot skillet.', 'remove chops.', 'add onions; cook and stir over medium heat 3 minutes.', 'push onions aside; return chops to skillet.', 'combine mustard, dressing and pepper; spread over chops.', 'cover; cook over medium-low heat 15 minutes or till meat is tender.']",4.5,46.0
smoked salmon and egg bake,"['cheese', 'australian', 'spring', 'christmas', 'savory', 'brunch', '< 60 mins', 'oven', 'breakfast']",2.0,"['smoked salmon', 'olive oil', 'green onions', 'garlic', 'fresh thyme', 'fresh dill', 'eggs', 'cheese']","['100', '2', '2', '1', '1/2', '1/4', '5', '1/4', '1/2', '1']","['preheat oven to 180c.', 'heat the oil in a small pan, add the onions and garlic and saute about 2 minutes.', 'remove from the heat and add the herbs.', 'whisk the eggs and cream together, add the smoked salmon and cooled onion/garlic mix.', 'stir well and pour into a greased loaf pan.', 'bake 20 minutes.', 'top with the cheese and salt and pepper and return to the oven for about 10 minutes more, or until set.', 'serve hot, topped with sour cream if you wish.']",4.5,8.0
grilled low carb chicken satay,"['chicken', 'poultry', 'meat', 'peanut butter', 'high protein', 'kid friendly', 'high in...', '< 15 mins', 'beginner cook', 'easy', 'chicken breast']",6.0,"['low sodium soy sauce', 'lime juice', 'curry powder', 'garlic cloves', 'boneless skinless chicken breast halves']","['3', '1/2', '1/2', '2 -3', '2', '1', '4']","['in a large mixing bowl combine peanut butter, soy sauce, lime juice, curry powder, garlic and hot pepper sauce.', 'place the chicken in the marinade and leave to marinate for about 12 hours, or overnight in the fridge.', 'when ready to cook, preheat broiler or grill to high.', 'put the chicken on skewers and cook for 5 minutes on each side, or until cooked through.', 'serve immediately.', 'can be served as a meal or an appetizer for a larger group.']",5.0,17.0
rudy's creamed corn,"['vegetable', '< 4 hours', 'easy', 'corn']",5.0,"['frozen whole kernel corn', 'fat free cream cheese', 'heavy whipping cream', 'splenda sugar substitute', 'black pepper', 'unsalted butter']","['16', '6', '1/2', '8', '1/4', '1/8']","['spread corn over bottom of a crockpot or slowcooker.', 'top with cream cheese, cubed into pieces.', 'mix remaining ingredients together and pour over corn.', 'cover and cook on high heat for 2-3 hours till creamy. stir occasionally as it cooks.']",4.5,6.0
mo's meatloaf,"['meat', 'weeknight', 'oven', 'beginner cook', '< 4 hours', 'easy', 'lunch/snacks']",4.0,"['ground beef', 'onion', 'egg', 'tomato sauce', 'garlic powder', 'catsup']","['1', '1', '1/2', '1', '1', '1/2', '1/2', '1/4']","['preheat oven to 350°f.', 'mix all the ingredients, except for the catsup, together in a large bowl.', 'bake in a loaf pan for 1 hour and 15 minutes at 350°f.', 'the internal temperature should reach 165°f when done.', 'pour catsup on top immediately, and then let the meatloaf rest for at least 5 minutes before serving.', 'if leftovers are desired, remove excess liquid from the loaf pan, and refrigerate, covered for up to 4 days.']",5.0,6.0
chili mac casserole,"['cheese', 'meat', '< 60 mins', 'one dish meal']",10.0,"['elbow macaroni', 'lean ground beef', 'onion', 'garlic cloves', 'diced tomatoes', 'kidney beans', 'tomato paste', 'green chilies', 'salt', 'chili powder', 'ground cumin', 'pepper']","['1', '1 1/2', '1', '2', '1', '1', '1', '1', '1', '3/4', '1/4', '1/2', '2']","['cook macaroni according to package directions.', 'meanwhile, in a large nonstick skillet, cook beef, onion & garlic over medium heat until meat is no longer pink, then drain.', 'preheat oven to 375 degrees f & coat a 13""x9"" baking dish with nonstick cooking spray.', 'add tomatoes, beans, tomato paste, chilies & seasonings to beef mixture & stir to combine.', 'drain macaroni, then add it to the beef mixture, stirring to combine.', 'pour beef & macaroni mixture into the prepared baking dish, then cover & bake for 25-30 minutes or until bubbly.', 'uncover & sprinkle with the shredded cheese, then return to oven & bake another 5-8 minutes longer or until cheese is melted.']",5.0,15.0
artichoke chicken calzones,"['lunch/snacks', 'spinach', 'greens', 'vegetable', '< 60 mins', 'one dish meal']",6.0,"['artichoke hearts', 'salt', 'black pepper', 'minced garlic clove', 'fresh spinach leaves', 'provolone cheese', 'extra virgin olive oil', 'cornmeal']","['1', '1', '1', '1', '2', '5', '5', '1', '2', '1', '1 -2']","['preheat oven to 425 degrees.', 'pat chopped and drained artichokes dry with papertowels.', 'in large bowl, combine artichokes, pepper, salt and garlic.', 'add spinach, chicken & shredded provolone- gently toss.', 'line your largest cookie sheet with foil.', 'pour olive oil over foil and brush or spread with back of spoon evenly over foil.', 'sprinkle cornmeal over oil.', 'unroll pizza dough onto prepared cookie sheet, use a roller pizza cutter and cut the dough into 6 even sections.', 'cover and let sit 5 minutes.', 'pat each section into 5 by 6 inch sheets.', 'spoon mixture onto half of rectangle sheet making sure not to cross the diagonal.', 'fold across the diagonal to make triangle calzones and squeeze edges of dough to create a seal.', 'bake on center rack for 12 minutes or until golden.']",5.0,10.0
yellow summer squash souffle,"['vegetable', 'summer', 'weeknight', 'oven', '< 4 hours', 'easy', 'lunch/snacks']",4.0,"['onion', 'salt', 'sugar', 'butter', 'flour', 'eggs', 'milk', 'sharp cheddar cheese']","['2', '1', '1', '1/2', '6', '3', '2', '1', '1/2', '1/2']","['combine first four ingredients and simmer with water to cover for 20 minutes.', 'drain and mash.', 'add flour, eggs, milk, cheese and 3t butter.', 'bake at 350 degrees in a buttered 1 1/2 quart cassserole for 30 minutes.', 'melt remaining 3t butter and mix with cracker crumbs.', 'top the casserole with the cracker crumb mixture and bake 10 more minutes.']",4.5,7.0
chicken tetrazzini family style - oamc,"['chicken', 'poultry', 'meat', '< 60 mins', 'oven', 'chicken breast']",6.0,"['chicken breasts', 'butter', 'pimientos', 'evaporated milk', 'cayenne pepper', 'salt', 'spaghetti', 'onion', 'sharp cheddar cheese', 'parmesan cheese']","['2 -3', '1', '3/8', '1', '1', '1 1/4', '1/8', '1/8', '1/4', '8', '1/2', '1', '1/4', '1']","['in large pot, boil spaghetti according to package directions.', 'drain.', 'mix with mushrooms, reserving mushroom liquid for later use.', 'add pimentos (drained).', 'set aside.', 'in large skillet, melt 1/2 stick butter, add onions and chicken and saute until chicken is no longer pink and onion is translucent.', 'add seasonings, mushroom liquid, and stir in cream of chicken soup until smooth.', 'slowly add evaporated milk and stir until smooth.', 'continue simmering for five minutes.', 'put spaghetti mixture into a large 2 quart casserole or 9 x 13 dish.', 'pour sauce over.', 'sprinkle top with parmesan, and cheddar.', 'in microwave, melt remaining butter and combine with bread crumbs.', 'sprinkle over the top of the cheeses.', 'bake uncovered at 350 degrees for 25 minutes.', 'if freezing, i freeze after adding the breadcrumbs and before baking.', 'after freezing, allow to thaw overnight in refrigerator and then bake as directed.']",4.5,7.0
ww chicken tortilla soup without the tortillas,"['chicken', 'poultry', 'meat', 'mexican', 'low cholesterol', 'healthy', 'spicy', 'weeknight', '< 60 mins', 'chicken breast']",4.0,"['skinless chicken breasts', 'onion', 'red onion', 'garlic cloves', 'green bell pepper', 'salsa', 'cayenne', 'cumin', 'corn']","['2', '1', '1', '3', '1', '4', '1 1/2', '1', '1/2', '1/4', '1']","['saute the chicken breasts for 3 minutes in a skillet with some non-fat cooking spray if needed.', 'add the onions, garlic and bell pepper and saute for 5 minutes.', 'transfer to a large saucepan and add the chicken stock, salsa, chicken stock cube, cayenne, cumin and corn.', 'simmer over a low heat for 30 minutes.', 'serve hot and enjoy!']",5.0,7.0
chicken caesar blt sandwich,"['chicken', 'poultry', 'meat', '< 15 mins', 'beginner cook', 'easy', 'lunch/snacks']",2.0,"['tomatoes', 'cos lettuce']","['4', '1', '150', '4', '1', '6']","['grill, panfry or microwave bacon until cooked to your liking.', 'lightly toast bread and spread with salad dressing.', 'layer shredded chicken, tomato, bacon and lettuce on 2 slices of bread, cover with remaining bread, cut in half and enjoy!']",5.0,6.0
italian casserole dinner,"['pork', 'cheese', 'vegetable', 'meat', 'southwestern u.s.', 'european', 'kid friendly', 'potluck', '< 60 mins', 'oven', 'easy', 'inexpensive', 'one dish meal']",8.0,"['ground sausage', 'ground beef', 'onion', 'green pepper', 'garlic', 'tomato sauce', 'tomato paste', 'water', 'basil', 'oregano', 'garlic powder', 'cheddar cheese', 'mozzarella cheese']","['1/2', '1/2', '1/2', '1/2', '2', '1', '1', '1/4', '1', '1', '1', '1', '8', '4', '2']","['in dutch oven, saute sausage, beef, onion, green pepper, and garlic until meats are no longer pink; drain.', 'add tomato sauce, paste, water, and seasonings.', 'bring to a boil, reduce heat and simmer for 5 minutes.', 'stir in noodles.', 'put in 13x9 pan and sprinkle with cheeses.', 'bake at 350* for 30 minutes or until cheese is browned and bubbly.']",4.5,51.0
